playerId,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
197,9.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,92136c3c14130c847c0f82c813710297,400.0,1050.0,649d8d61d98de2a0b3c50197
197,10.0,individual,1450.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,200.0,400.0,abc5653cbbc1c4acd15e8b4b59e63092,300.0,1450.0,649d8d61d98de2a0b3c50197
197,11.0,individual,950.0,4.0,100.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,5f2364a5e76c66583cf6809868510afc,200.0,950.0,649d8d61d98de2a0b3c50197
197,12.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,490273a23fa875a722e1b8b88f90caca,0.0,1250.0,649d8d61d98de2a0b3c50197
197,13.0,individual,300.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,5ea7f1802729e4c997b1e9248587ac32,300.0,1650.0,649d8d61d98de2a0b3c50197
197,14.0,individual,1650.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,400.0,e8835463278fd396a45661408ab4be40,100.0,1650.0,649d8d61d98de2a0b3c50197
197,15.0,individual,300.0,0.0,0.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,d464ce9b232904ad2c3c8a5e16023f42,300.0,1250.0,649d8d61d98de2a0b3c50197
197,16.0,individual,1050.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,200.0,0945cf1c23f1585a62ea81ec13418537,400.0,1050.0,649d8d61d98de2a0b3c50197
197,17.0,individual,1650.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,400.0,8c344b04774477f97e98459a35bbaa3b,200.0,1450.0,649d8d61d98de2a0b3c50197
197,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c50197
197,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c50197
198,4.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,2d88b20c66d1bb4c5a39a37f736f8888,800.0,1450.0,649d8d61d98de2a0b3c50198
198,5.0,individual,450.0,4.0,0.0,0.0,0.0,-50.0,-50.0,-50.0,200.0,400.0,b655bd22e2f5945bf08912f7e2591fa6,400.0,1450.0,649d8d61d98de2a0b3c50198
198,6.0,individual,200.0,1.0,100.0,100.0,0.0,0.0,-50.0,100.0,0.0,-50.0,b0ca4f1447fc37e83cfd0977a149c24a,200.0,1050.0,649d8d61d98de2a0b3c50198
198,7.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,cb7599ea4383a3d215fbe8ea6f011c77,800.0,1250.0,649d8d61d98de2a0b3c50198
198,8.0,individual,50.0,1.0,-50.0,100.0,0.0,0.0,-50.0,100.0,0.0,-50.0,22582e305f3a22fa455f51ad230a1a68,0.0,1250.0,649d8d61d98de2a0b3c50198
198,9.0,individual,350.0,1.0,0.0,100.0,-50.0,100.0,0.0,100.0,100.0,0.0,0ade64490736a8a6a87a1266dcca1d26,500.0,1050.0,649d8d61d98de2a0b3c50198
198,10.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,eb3f8eae7deb7d3cf8616689bc36f26b,800.0,1150.0,649d8d61d98de2a0b3c50198
198,11.0,individual,1250.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,200.0,77272fb8058df8d4f30e369d663215b9,100.0,1250.0,649d8d61d98de2a0b3c50198
198,12.0,individual,-50.0,2.0,-50.0,0.0,-50.0,-50.0,100.0,-50.0,-50.0,100.0,56a7106c8bb7230b44df1523a8b5f957,500.0,850.0,649d8d61d98de2a0b3c50198
198,13.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,1fa6713dd0430558e2f08c4529761d06,800.0,1650.0,649d8d61d98de2a0b3c50198
198,14.0,individual,550.0,1.0,-50.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,0cd0bae50354e4b5f2517abcd0f5b36b,800.0,1250.0,649d8d61d98de2a0b3c50198
198,15.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6a80553a19f9109bfb9d5ec46f0a3b52,800.0,1350.0,649d8d61d98de2a0b3c50198
198,16.0,individual,1050.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,400.0,4956b7ef1f2572d52d60d8c8a5202c48,300.0,1050.0,649d8d61d98de2a0b3c50198
198,17.0,individual,50.0,1.0,-50.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,c0eacc89dd5763f5dea3c4b694bdc0ef,0.0,850.0,649d8d61d98de2a0b3c50198
198,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c50198
198,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c50198
199,4.0,individual,400.0,2.0,100.0,-50.0,-50.0,100.0,100.0,0.0,100.0,100.0,a017f8d5b597244daa19ad39c1263589,800.0,1250.0,649d8d61d98de2a0b3c50199
199,5.0,individual,650.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,200.0,200.0,200.0,28f396ae536cdb460603e8910df96814,0.0,850.0,649d8d61d98de2a0b3c50199
199,6.0,individual,1650.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,400.0,70f95b444ffbf7f73bf69ab33fd0784d,300.0,1650.0,649d8d61d98de2a0b3c50199
199,7.0,individual,850.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,494f81180d20e6e3833458bc9e3650a4,400.0,950.0,649d8d61d98de2a0b3c50199
199,8.0,individual,850.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,200.0,200.0,200.0,9b7332fcd3f30ef2b3f7072fdb7116ee,500.0,850.0,649d8d61d98de2a0b3c50199
199,9.0,individual,450.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,-50.0,-50.0,100.0,719ea8b5574ab9bb5a1d4b8d380115d3,600.0,1250.0,649d8d61d98de2a0b3c50199
199,10.0,individual,750.0,4.0,100.0,-50.0,-50.0,-50.0,200.0,200.0,200.0,200.0,5d9aff667ae31e23e3bc1b2c5b1666f1,300.0,850.0,649d8d61d98de2a0b3c50199
199,11.0,individual,50.0,2.0,0.0,-50.0,-50.0,200.0,0.0,-50.0,0.0,0.0,0057aaf3f7f3b0a5e4ec7ba0ebcb7541,400.0,1450.0,649d8d61d98de2a0b3c50199
199,12.0,individual,850.0,4.0,100.0,100.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,2ca433aa3d51bf43539d481bbc34edab,500.0,1250.0,649d8d61d98de2a0b3c50199
199,13.0,individual,350.0,4.0,0.0,100.0,100.0,100.0,-50.0,-50.0,-50.0,200.0,bc20e5c7b808c5eeaf66e9bc29950348,700.0,1050.0,649d8d61d98de2a0b3c50199
199,14.0,individual,1350.0,4.0,100.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,fe14924e0adcccb5e720a15c521ea895,800.0,1650.0,649d8d61d98de2a0b3c50199
199,15.0,individual,850.0,4.0,0.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,8cda3f838682890a3ab7c7bf6714686b,0.0,1050.0,649d8d61d98de2a0b3c50199
199,16.0,individual,1050.0,4.0,-50.0,-50.0,-50.0,200.0,200.0,400.0,200.0,200.0,7e4abf64a06a765792f25bb4a51e58e2,800.0,1050.0,649d8d61d98de2a0b3c50199
199,17.0,individual,1650.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,400.0,400.0,400.0,7a3a552947e9a5dbbe48e6ebd68aa57f,400.0,1250.0,649d8d61d98de2a0b3c50199
199,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c50199
199,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c50199
